post_url,post_date,post_type,post_text,total_likes,total_comments,total_shares,total_views,comments_scraped,scraped_at
https://www.facebook.com/photo.php?fbid=910362448524001,21/02/2026,photo,,88,2,2,0,0,2026-04-22 09:30:50
https://www.facebook.com/photo.php?fbid=910340868526159,22/02/2026,photo,,303,73,8,0,0,2026-04-22 09:31:11
https://www.facebook.com/photo.php?fbid=909548951938684,24/02/2026,photo,,91,5,2,0,0,2026-04-22 09:31:32
https://www.facebook.com/photo.php?fbid=908914548668791,25/02/2026,photo,,156,33,3,0,0,2026-04-22 09:32:09
https://www.facebook.com/photo.php?fbid=908835415343371,28/02/2026,photo,,0,0,0,0,6,2026-04-22 09:32:37
https://www.facebook.com/photo.php?fbid=910726801820899,01/03/2026,photo,,5,1,2,0,1,2026-04-22 09:33:21
https://www.facebook.com/LaPolemicaDelHuila/videos/pol%C3%A9mica-ustedes-son-p%C3%ADcar%C3%B8s-ladr%C3%B8nes-ciudadano-habr%C3%ADa-recibido-una-agresi%C3%B3n-por/981523110995239,04/03/2026,video,,615,51,0,6947,0,2026-04-22 09:36:35
https://www.facebook.com/LaPolemicaDelHuila/posts/pfbid02ds72nsUHRScq2x4cS1KLpTEbp3uLQMocTqXZgeNsEfwGVN9eVAfkHkT77YxxEsypl,07/03/2026,post,,38,0,1,0,1,2026-04-22 09:37:03
https://www.facebook.com/LaPolemicaDelHuila/posts/pfbid023M4keoJvPZWatQ3J8Kfy4GUwSDWfMRkYYib2ALePgR4pxTmvUETXd1djV4Zbrq1Nl,16/03/2026,post,,128,155,56,0,10,2026-04-22 09:37:45
https://www.facebook.com/photo.php?fbid=909202341973345,19/03/2026,photo,,38,119,72,0,11,2026-04-22 18:13:55
https://www.facebook.com/LaPolemicaDelHuila/videos/impresionante-voy-a-cepillar-los-dientes-a-mi-amigo-un-ni%C3%B1o-tiene-en-shock-a-mil/1313891797297715,29/03/2026,video,,113,3,0,1449,2,2026-04-22 18:14:13
https://www.facebook.com/100086507620125/videos/981523110995239,30/03/2026,video,,15,286,0,0,2,2026-04-22 18:14:45
https://www.facebook.com/LaPolemicaDelHuila/posts/pfbid034YxbcX5cxQdZ12R4sTGYnt8JvGqirEq2QRswptbdrawcFizyLvsY8XSwSAymQM2ol,06/04/2026,post,"#ATENCIÓN
 Las autoridades confirmaron la identidad de las cinco personas asesinadås en hechos ocurridos en la mañana del miércoles en el municipio de Mocoa, capital del Putumayo, donde fueron encontrados sus cuerpos con impactos de armå de fuegø.
El levantamiento de los cadáveres y los actos urgentes estuvieron a cargo del Cuerpo Técnico de Investigación (CTI), que realizó las primeras diligencias en el lugar de los hechos.
Las víctimas fueron identificadas como John Javier González Suárez, Fab",8,0,2,0,1,2026-04-22 18:15:00
https://www.facebook.com/LaPolemicaDelHuila/posts/pfbid02mS29idPcP2P1jA2W5twwjpTSqz32ZuM59QzYXcEUX2XQaAvgtbVFJGh1iKjywjx4l,09/04/2026,post,"#ATENCIÓN
 De un disparo en la cabeza, fue asesinadą una mujer por robąrla, en el municipio de Palestina, Huila. El hecho de violenciå registrado la noche de este lunes en la vereda San Isidro, tiene consternada a la comunidad.
La víctima, identificada como Albenis Ávila Pérez, fue atacąda con armą de fuegø y recibió un disparø en la cabeza. Según información preliminar, la mujer residía en el casco urbano del municipio y, al parecer, habría sido citada hasta este sector rural, donde ocurrió el",1,3,3,0,4,2026-04-22 18:15:17
